Name,Age,Value €,Value $,Value £,Wage €,Wage $,Wage £,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes
Jeron Al-Hazaimeh,29,425000.0,475000.0,375000.0,1500.0,1600.0,1300.0,59,59,60,59,62,67,60,43,56,23,49,57,61,59,64,70,78,43,71,41,33,66,69,26,41,38,53,66,18,15,13,14,11,7
Alex Rodman,34,300000.0,350000.0,275000.0,2500.0,2800.0,2200.0,62,63,56,52,55,54,59,61,53,64,58,59,60,55,68,65,62,59,67,77,42,51,61,60,54,56,56,52,54,15,10,11,6,15
Matthew Dolan,28,450000.0,500000.0,400000.0,2700.0,3000.0,2400.0,63,60,64,61,62,58,60,51,61,63,64,62,62,57,61,69,72,71,62,69,82,56,62,52,58,65,59,60,46,7,14,14,10,6
Daniel Drescher,31,400000.0,450000.0,350000.0,2400.0,2800.0,2200.0,41,35,65,61,62,74,58,25,62,35,58,27,48,46,33,32,84,43,32,46,32,67,27,20,24,34,27,31,17,11,16,15,12,15
Ivar Furu,26,600000.0,700000.0,550000.0,1500.0,1600.0,1300.0,54,37,62,58,63,63,61,36,65,48,58,44,57,54,43,65,80,39,44,56,67,55,44,29,43,38,25,38,42,9,13,8,10,10
Chris Forrester,28,500000.0,575000.0,450000.0,1500.0,1600.0,1300.0,64,64,61,55,58,58,58,57,60,66,66,60,64,61,67,68,64,67,65,73,69,54,66,58,63,63,58,55,60,15,7,16,13,13
Joakim Lindner,30,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,62,52,65,59,62,56,59,52,64,57,57,51,62,55,60,71,76,37,64,47,49,61,59,35,39,54,54,40,39,6,10,12,7,7
Bernie Ibini,28,500000.0,575000.0,450000.0,2200.0,2500.0,2000.0,62,67,34,45,42,48,60,60,37,57,58,60,62,48,86,32,80,50,83,79,33,50,70,59,63,62,42,58,59,13,11,14,9,16
Kim Jun Yub,32,375000.0,400000.0,325000.0,1500.0,1600.0,1300.0,61,63,53,56,57,61,58,61,63,49,64,66,62,51,75,72,67,68,72,66,68,53,55,56,45,43,43,41,31,10,7,10,8,16
Steffen Lang,27,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,55,51,58,61,61,63,62,46,60,51,57,57,60,53,68,67,49,71,68,70,65,49,45,36,34,53,42,30,33,8,15,15,16,12
Cian Bolger,29,450000.0,500000.0,400000.0,2600.0,2900.0,2300.0,45,22,63,65,64,66,59,24,60,38,43,18,51,45,41,52,82,29,34,30,69,65,27,32,21,22,23,35,23,8,7,8,9,8
David McMillan,32,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,62,55,25,18,19,59,62,65,26,55,56,40,58,40,61,62,68,63,63,67,74,67,62,64,54,53,41,68,58,9,9,11,10,13
Jonathan De Amo,31,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,56,55,63,63,62,72,65,21,69,39,55,20,61,33,49,66,73,38,65,53,52,45,51,28,18,36,35,39,20,7,16,15,10,10
Sean Murray,27,550000.0,625000.0,500000.0,1500.0,1600.0,1300.0,63,61,50,53,56,53,64,60,51,67,66,62,64,63,68,66,67,76,63,75,68,61,64,59,62,68,66,57,56,15,7,15,14,7
Jakub Hora,30,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,63,62,49,42,41,69,63,63,44,65,71,61,58,61,73,59,52,80,73,80,75,66,66,60,57,55,61,62,58,15,10,9,8,15
Aaron Martin,31,400000.0,450000.0,350000.0,1600.0,1800.0,1400.0,49,34,64,63,64,62,56,19,61,24,59,20,53,48,55,69,75,50,46,51,67,68,67,29,45,23,45,46,15,7,8,7,15,6
Joakim Våge Nilsen,29,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,62,61,58,59,61,66,62,53,63,57,63,59,62,61,67,72,70,71,62,77,68,56,68,54,57,56,63,45,58,8,12,14,6,6
Jon Kempin,28,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,18,14,11,12,12,34,53,14,22,14,45,15,33,37,58,45,53,29,56,38,68,19,47,12,13,16,9,22,12,64,63,61,62,66
Mathias Nielsen,30,400000.0,450000.0,350000.0,2900.0,3300.0,2600.0,58,44,65,54,63,65,60,38,61,40,55,50,60,62,40,62,85,55,34,42,45,63,62,35,38,50,50,35,53,6,8,6,9,16
Johan Hammar,27,550000.0,625000.0,500000.0,1500.0,1600.0,1300.0,48,33,64,58,60,79,54,23,60,37,44,31,58,60,33,44,82,44,34,34,42,66,64,19,39,27,28,46,23,9,12,10,10,12
Piotr Malarczyk,29,425000.0,475000.0,375000.0,2000.0,2300.0,1800.0,52,48,63,61,63,70,58,29,62,42,63,33,50,52,64,64,77,59,67,68,78,60,28,25,38,35,34,27,29,15,13,10,15,7
Robbie Benson,28,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,61,62,60,54,59,55,60,58,58,65,63,61,65,63,65,77,74,67,63,74,62,55,65,56,62,58,58,58,60,15,8,13,15,7
Dinu Moldovan,30,325000.0,375000.0,300000.0,1600.0,1800.0,1400.0,13,13,12,16,20,28,53,13,17,43,33,25,24,21,36,36,48,38,37,32,61,13,45,18,12,25,22,23,18,61,64,63,60,63
Golgol Mebrahtu,30,475000.0,525000.0,425000.0,1600.0,1800.0,1400.0,61,62,21,20,23,41,62,57,31,56,56,45,57,54,84,60,72,71,84,86,42,58,62,62,63,62,67,61,61,9,14,13,11,9
Willi Evseev,29,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,67,66,52,59,57,50,52,58,56,63,56,58,64,65,70,74,56,76,71,81,69,57,63,58,53,63,55,48,46,13,6,6,6,16
Boné Uaferro,29,425000.0,475000.0,375000.0,1500.0,1600.0,1300.0,58,55,61,60,63,61,55,25,59,56,60,39,62,60,54,63,84,53,55,51,64,66,52,30,39,45,43,42,29,15,10,16,9,7
Markus Mendler,28,500000.0,575000.0,450000.0,1600.0,1800.0,1400.0,64,65,28,23,21,43,50,54,31,59,50,66,61,48,75,59,50,83,70,82,71,40,65,59,50,69,70,57,58,8,11,13,11,9
Yi Teng,31,400000.0,450000.0,350000.0,2600.0,2900.0,2300.0,53,30,58,63,65,57,64,27,61,31,56,31,66,62,32,74,83,52,52,33,58,58,61,34,25,43,40,41,28,10,6,13,14,16
Maciej Jankowski,31,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,58,61,50,33,44,50,62,62,49,63,63,56,63,60,71,77,71,76,75,78,84,65,63,63,56,49,57,55,64,7,12,16,11,9
Torbjørn Agdestein,29,500000.0,575000.0,450000.0,1500.0,1600.0,1300.0,61,58,35,18,22,51,66,64,45,52,54,26,55,36,71,69,69,56,67,66,72,62,65,64,48,49,30,60,55,6,10,9,9,12
Jimmy Keohane,30,425000.0,475000.0,375000.0,1500.0,1600.0,1300.0,60,61,59,59,60,56,57,52,59,53,54,57,57,51,76,70,59,58,76,68,53,50,52,47,50,48,53,46,45,12,10,8,9,8
Enes Sağlık,29,475000.0,525000.0,425000.0,2600.0,2900.0,2300.0,67,67,36,55,57,52,62,61,64,66,70,71,65,63,57,45,59,82,52,72,65,38,68,57,67,71,70,65,67,16,7,12,12,16
Tom Eastman,29,425000.0,475000.0,375000.0,3400.0,3900.0,3100.0,54,52,63,63,64,62,58,22,61,46,56,44,56,54,39,74,82,53,45,54,63,63,45,23,42,24,37,44,15,15,15,16,13,13
Jason Lowe,29,425000.0,475000.0,375000.0,4000.0,4500.0,3600.0,62,57,62,61,62,72,60,56,61,54,60,63,63,58,59,72,69,66,60,59,56,55,60,42,58,42,57,62,53,12,7,7,16,9
Adam Thompson,28,500000.0,575000.0,450000.0,3200.0,3600.0,2900.0,60,47,62,62,64,60,61,30,57,50,54,60,65,53,54,81,70,50,55,65,82,68,47,24,34,29,29,31,26,15,13,15,9,11
Ryan Watson,27,575000.0,650000.0,525000.0,2700.0,3000.0,2400.0,62,64,59,58,60,61,60,59,57,63,60,58,65,63,64,72,66,66,66,71,78,53,62,57,63,54,51,52,46,14,7,11,11,16
Christian Gartner,27,525000.0,600000.0,475000.0,2600.0,2900.0,2300.0,69,65,62,62,64,65,61,54,62,67,61,58,68,65,67,43,64,73,64,73,59,54,70,40,64,65,58,51,57,11,10,6,10,6
Craig Clay,28,475000.0,525000.0,425000.0,3700.0,4100.0,3300.0,62,60,59,60,62,69,60,58,59,63,56,50,64,63,65,81,70,70,64,60,61,55,58,53,54,24,55,51,49,6,10,7,10,11
Christoph Hemlein,30,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,62,62,33,57,40,74,59,58,32,59,63,60,58,54,78,62,67,71,78,71,68,54,66,59,62,69,66,65,59,7,14,14,8,6
Jake Taylor,29,425000.0,475000.0,375000.0,2800.0,3100.0,2500.0,63,62,57,56,59,68,64,61,55,62,61,60,63,60,69,86,64,78,69,81,65,55,62,53,57,61,60,54,54,16,12,12,14,14
Conor Thomas,27,550000.0,625000.0,500000.0,2900.0,3300.0,2600.0,62,59,63,62,61,61,61,58,61,63,66,56,64,63,69,80,73,73,71,74,59,59,59,56,56,51,48,64,49,12,14,14,12,14
Leon Legge,35,130000.0,150000.0,120000.0,1900.0,2100.0,1700.0,43,31,62,62,62,78,59,36,58,49,60,28,41,46,46,68,90,47,34,30,84,60,31,27,20,31,25,27,15,13,8,10,7,6
Mohammed Fayez,31,400000.0,450000.0,350000.0,3200.0,3600.0,2900.0,63,57,56,60,64,64,56,40,66,55,61,53,61,48,73,66,71,63,70,64,80,64,45,27,34,56,36,35,32,15,8,13,7,10
Lee Yong Rae,35,220000.0,250000.0,200000.0,1900.0,2100.0,1700.0,62,61,55,51,57,68,63,59,58,63,60,63,67,65,53,77,76,77,67,71,84,56,69,44,63,71,69,62,60,9,15,16,7,10
Billy McKay,32,400000.0,450000.0,350000.0,1900.0,2100.0,1700.0,63,63,16,23,20,53,60,60,21,62,67,44,55,51,72,73,71,83,63,78,79,61,62,68,60,41,32,67,60,16,13,7,8,9
Manuel Schwenk,29,475000.0,525000.0,425000.0,3700.0,4100.0,3300.0,64,66,40,45,46,59,62,59,47,58,58,57,64,54,71,60,63,76,66,75,70,54,61,62,57,50,41,49,57,11,14,9,9,7
Paul Downing,29,425000.0,475000.0,375000.0,2800.0,3100.0,2500.0,49,40,62,61,63,64,60,30,64,42,53,47,55,55,54,69,77,47,53,46,76,63,57,30,34,36,30,40,37,9,7,14,14,12
Sören Bertram,29,475000.0,525000.0,425000.0,1700.0,1900.0,1500.0,66,66,41,35,37,39,60,62,42,62,49,63,61,50,75,70,66,70,77,75,68,47,67,63,65,73,67,74,65,15,13,16,9,12
Timo Perthel,32,350000.0,400000.0,325000.0,1500.0,1600.0,1300.0,62,62,59,60,62,65,59,60,57,57,62,66,64,58,67,67,75,66,63,67,74,51,74,47,67,69,68,48,58,12,11,8,6,7
Fanol Përdedaj,29,425000.0,475000.0,375000.0,1500.0,1600.0,1300.0,61,61,57,62,61,83,61,52,59,57,59,62,60,57,77,81,67,78,67,72,74,59,57,43,50,62,57,32,47,10,10,14,15,14
Andy Cook,30,475000.0,525000.0,425000.0,4800.0,5400.0,4300.0,62,59,22,25,26,87,57,63,23,56,61,40,58,53,60,68,86,66,62,64,83,65,68,63,60,58,40,56,61,7,11,11,10,10
Lee Hodson,29,425000.0,475000.0,375000.0,2400.0,2800.0,2200.0,59,58,57,61,61,62,60,51,54,48,55,56,62,54,68,74,57,79,66,65,59,51,52,42,43,34,33,33,42,6,10,14,9,13
Carlos David,34,160000.0,180000.0,140000.0,1800.0,2000.0,1600.0,49,46,62,58,59,72,59,36,65,48,60,27,57,55,61,69,80,61,55,42,71,60,46,41,33,27,25,45,40,15,10,7,9,14
Michael Marrone,34,230000.0,275000.0,210000.0,1500.0,1600.0,1300.0,62,57,64,59,63,57,63,57,65,53,63,65,60,56,60,80,75,51,65,67,63,53,25,34,27,32,28,34,21,8,8,14,14,7
Giorgi Merebashvili,34,300000.0,350000.0,275000.0,1500.0,1600.0,1300.0,63,63,25,38,37,59,61,63,32,62,58,58,62,60,69,60,64,69,65,80,57,55,62,62,51,61,54,61,59,11,10,10,7,9
Kyle Bennett,30,475000.0,525000.0,425000.0,2600.0,2900.0,2300.0,59,64,32,25,36,42,60,63,48,60,58,56,58,51,83,69,34,91,75,90,34,35,60,53,50,57,52,58,52,7,16,7,6,14
Aaron Wildig,29,475000.0,525000.0,425000.0,2400.0,2800.0,2200.0,63,64,57,56,58,39,62,61,55,64,63,58,65,63,71,80,64,80,69,80,74,43,62,59,58,54,45,49,57,11,11,15,8,12
Joe Mason,29,475000.0,525000.0,425000.0,2800.0,3100.0,2500.0,64,64,26,32,38,45,60,64,43,59,58,56,60,60,62,61,64,70,66,73,64,62,64,64,63,62,41,57,58,10,6,11,10,15
Emil Jonassen,28,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,60,56,58,58,61,51,57,43,58,48,57,61,57,57,76,68,68,71,74,72,62,56,67,31,38,56,54,47,56,16,9,15,10,13
Andrzej Niewulis,32,325000.0,375000.0,300000.0,1500.0,1600.0,1300.0,53,47,59,59,63,69,54,42,60,53,53,40,56,62,60,71,79,62,54,61,80,62,62,36,29,38,29,27,27,11,15,14,6,12
Ashley Eastham,30,400000.0,450000.0,350000.0,4000.0,4500.0,3600.0,45,38,62,63,64,64,59,15,61,44,55,35,49,43,54,72,81,44,37,64,82,61,35,18,22,31,24,37,18,7,8,9,6,10
Kim Hyun Sung,31,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,59,62,26,22,26,38,55,62,37,49,57,48,57,49,71,69,74,58,71,58,73,67,63,62,62,46,43,63,55,12,10,6,15,15
Lee Novak,32,400000.0,450000.0,350000.0,4600.0,5100.0,4100.0,63,55,40,30,40,70,60,63,45,59,61,57,58,51,53,66,78,66,63,62,76,63,66,64,61,59,57,65,61,13,11,9,9,8
Waleed Abdullah,35,80000.0,90000.0,70000.0,5400.0,6200.0,4900.0,20,11,18,12,11,30,64,13,22,62,45,14,26,37,37,38,71,30,34,43,45,12,49,11,13,11,13,12,12,61,62,63,65,58
Loïc Poujol,32,325000.0,375000.0,300000.0,1500.0,1600.0,1300.0,57,42,62,61,63,66,58,33,63,41,45,38,63,56,58,75,77,53,37,54,56,60,30,21,37,37,43,38,25,7,16,13,9,11
David Amoo,29,475000.0,525000.0,425000.0,3300.0,3800.0,3000.0,62,63,32,36,41,48,58,60,35,58,59,64,55,51,80,73,71,79,81,80,63,59,61,59,57,50,43,57,49,8,15,16,16,9
Kwak Kwang Sun,35,160000.0,180000.0,140000.0,1500.0,1600.0,1300.0,54,54,61,60,61,70,60,60,61,60,56,54,54,57,43,59,80,58,62,62,72,64,55,53,57,41,43,62,40,8,16,10,15,11
Cristian Montano,29,425000.0,475000.0,375000.0,2800.0,3100.0,2500.0,61,65,57,58,60,65,57,57,56,53,58,60,60,56,78,67,59,74,76,85,62,52,64,58,52,62,51,55,55,8,6,11,15,8
Airam Cabrera,33,400000.0,450000.0,350000.0,1600.0,1800.0,1400.0,61,60,25,20,15,51,63,68,31,61,59,42,60,56,67,69,74,60,69,65,78,62,62,61,56,58,48,76,63,9,7,7,11,14
Piotr Tomasik,33,325000.0,375000.0,300000.0,1500.0,1600.0,1300.0,57,57,55,61,61,66,62,58,59,62,60,61,62,59,73,61,71,68,76,71,72,52,63,53,61,56,66,48,50,15,11,6,7,14
Sambou Yatabaré,32,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,65,62,64,59,60,80,72,59,68,62,73,62,64,63,48,58,71,42,61,42,60,53,68,52,52,54,50,48,51,9,6,6,10,13
Jordan Bowery,29,500000.0,575000.0,450000.0,4800.0,5400.0,4300.0,59,63,37,42,26,55,57,58,19,41,58,54,59,45,77,74,82,62,83,69,70,63,64,61,57,32,31,55,51,11,9,10,12,13
Juvhel Tsoumou,30,475000.0,525000.0,425000.0,2400.0,2800.0,2200.0,60,58,36,43,42,51,55,65,39,58,55,53,59,56,75,75,83,57,73,70,61,63,64,62,57,53,55,58,60,6,14,6,15,14
Scott Wagstaff,31,425000.0,475000.0,375000.0,3900.0,4400.0,3500.0,60,61,58,56,58,47,58,59,58,57,54,62,58,58,74,72,62,70,73,77,76,47,57,57,52,61,51,44,54,15,14,9,11,14
Christopher Telo,31,425000.0,475000.0,375000.0,1500.0,1600.0,1300.0,64,63,58,60,58,65,59,50,61,56,66,61,64,59,72,66,57,83,74,80,77,37,59,32,53,66,63,49,46,7,8,11,15,7
Muris Mešanović,30,475000.0,525000.0,425000.0,5700.0,6400.0,5100.0,58,58,35,17,18,49,69,65,38,32,53,37,53,30,72,58,65,80,73,70,80,56,58,70,60,38,54,38,59,10,7,9,11,14
John-Joe O'Toole,32,325000.0,375000.0,300000.0,2300.0,2600.0,2100.0,61,59,60,59,60,83,59,58,58,60,61,46,61,60,55,70,74,52,50,66,74,65,61,56,54,48,51,58,47,10,14,14,12,14
Stuart O'Keefe,30,475000.0,525000.0,425000.0,2600.0,2900.0,2300.0,64,61,60,61,63,70,60,59,63,62,60,52,64,62,65,74,65,78,52,74,54,49,60,55,61,49,44,41,57,16,10,11,11,9
Peter Pawlett,30,475000.0,525000.0,425000.0,1800.0,2000.0,1600.0,64,65,56,55,58,57,60,61,55,62,55,64,64,62,78,74,69,75,82,87,81,42,63,56,58,57,63,51,53,16,9,16,13,8
Bradden Inman,29,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,64,63,44,41,47,20,65,59,36,50,49,60,65,62,76,69,65,72,77,75,54,40,60,59,56,54,58,57,54,7,15,9,10,13
Dominic Maroh,34,230000.0,275000.0,210000.0,1800.0,2000.0,1600.0,51,40,64,63,64,65,63,32,63,43,65,42,48,45,31,54,77,56,32,47,71,65,61,30,27,36,22,42,42,7,9,9,6,11
Li Shuai,38,10000.0,10000.0,9000.0,1500.0,1600.0,1300.0,14,6,13,8,5,25,58,12,17,47,52,22,24,33,30,41,45,55,34,32,55,5,46,11,12,24,15,23,8,61,65,64,61,62
Michał Buchalik,32,250000.0,275000.0,220000.0,1500.0,1600.0,1300.0,21,14,14,22,24,23,52,15,23,42,56,21,35,32,28,26,66,51,37,36,52,13,47,12,12,12,12,23,11,67,62,63,62,62
Brian Easton,33,300000.0,350000.0,275000.0,1600.0,1800.0,1400.0,61,57,62,64,65,67,59,47,55,52,53,63,61,48,52,69,76,60,55,65,60,64,20,11,17,38,31,14,34,14,12,9,11,10
Igor Armaș,33,300000.0,350000.0,275000.0,1900.0,2100.0,1700.0,49,28,60,60,63,70,64,27,59,44,68,37,60,51,34,71,90,34,34,39,33,69,59,35,40,41,33,38,13,6,7,16,12,12
Kayacan Erdoğan,33,240000.0,275000.0,220000.0,2300.0,2600.0,2100.0,23,11,24,20,19,22,56,14,22,37,12,10,16,17,53,34,58,52,44,36,64,20,45,11,19,10,20,20,10,63,64,60,60,66
Carlos Daniel Hidalgo,34,230000.0,275000.0,210000.0,3800.0,4300.0,3400.0,70,62,40,42,44,47,63,68,20,49,64,56,56,31,53,49,70,58,64,73,55,57,62,65,47,52,58,51,57,16,6,11,10,7
Jamie Devitt,30,475000.0,525000.0,425000.0,2400.0,2800.0,2200.0,62,63,38,42,47,55,60,61,39,63,64,62,64,62,68,66,43,71,69,87,65,30,62,60,62,63,65,60,61,9,10,14,9,9
Pedro Quiñonez,35,160000.0,180000.0,140000.0,3200.0,3600.0,2900.0,60,36,66,53,60,71,68,49,72,47,59,39,55,53,61,74,54,84,60,61,66,36,51,38,58,50,54,58,48,16,14,7,15,13
Luke O'Neill,29,425000.0,475000.0,375000.0,1900.0,2100.0,1700.0,61,63,61,61,63,58,57,40,60,50,55,65,63,60,71,72,71,63,72,69,81,61,57,46,46,51,67,49,43,9,7,10,9,9
Florian Riedel,31,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,61,60,45,63,64,59,58,46,60,61,55,65,67,61,78,70,63,70,75,72,56,54,54,41,41,54,38,40,39,12,12,16,6,10
Alexander Bittroff,32,325000.0,375000.0,300000.0,1500.0,1600.0,1300.0,62,64,62,59,63,69,63,46,59,44,65,58,62,54,65,77,73,59,76,63,62,53,64,30,49,51,45,47,38,7,15,15,12,9
Zé Eduardo,29,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,67,64,53,41,44,70,65,52,49,61,68,57,69,68,70,67,84,64,71,69,69,40,63,55,64,44,48,49,43,13,6,7,14,7
Tommy Smith,31,400000.0,450000.0,350000.0,3200.0,3600.0,2900.0,52,40,62,62,63,69,56,45,62,50,59,49,55,53,53,69,80,52,55,51,64,62,45,32,38,23,32,34,30,15,11,16,9,10
Jordan Clarke,29,425000.0,475000.0,375000.0,4000.0,4500.0,3600.0,62,55,64,61,63,57,58,46,63,49,58,55,61,56,63,62,67,66,64,70,78,57,43,38,31,37,39,35,27,12,10,11,8,8
David Templeton,32,400000.0,450000.0,350000.0,1900.0,2100.0,1700.0,64,68,42,42,46,54,60,65,48,62,62,62,60,53,70,61,61,74,77,76,57,54,64,62,60,57,60,58,54,10,11,6,8,11
Grzegorz Sandomierski,31,325000.0,375000.0,300000.0,1600.0,1800.0,1400.0,28,21,18,13,18,23,58,13,22,46,57,23,51,43,45,42,72,58,44,52,60,16,47,12,13,14,35,17,12,62,60,60,63,66
Johan Mårtensson,32,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,62,57,62,53,61,70,68,55,63,65,68,56,65,63,63,82,68,72,61,67,68,52,45,42,44,58,43,54,38,10,16,16,12,8
Greg Taylor,31,400000.0,450000.0,350000.0,2600.0,2900.0,2300.0,55,48,64,60,64,65,58,45,60,51,65,53,54,54,65,82,75,72,64,69,81,60,48,35,38,43,40,39,38,13,6,7,11,11
Flamur Kastrati,29,500000.0,575000.0,450000.0,1500.0,1600.0,1300.0,62,63,29,36,39,86,60,60,48,56,57,53,55,43,79,72,65,66,77,75,80,64,68,60,56,51,42,65,55,7,12,9,11,10
Niall Canavan,30,400000.0,450000.0,350000.0,4000.0,4500.0,3600.0,44,37,63,62,64,55,61,30,64,33,45,15,44,36,49,61,81,40,52,56,80,67,35,15,12,15,14,22,18,14,6,10,11,6
Milan Gajić,34,300000.0,350000.0,275000.0,2000.0,2300.0,1800.0,64,64,56,56,58,61,58,55,54,65,59,59,67,64,55,70,68,61,55,62,68,38,72,58,66,59,66,66,55,6,15,9,13,13
Zhang Lu,33,240000.0,275000.0,220000.0,2100.0,2400.0,1900.0,22,17,20,24,17,32,60,13,13,45,63,15,13,34,62,37,65,23,45,56,56,17,53,12,11,12,15,19,12,59,61,59,70,70
Marek Štěch,31,325000.0,375000.0,300000.0,3100.0,3500.0,2800.0,21,12,17,13,13,25,56,8,19,44,55,10,25,29,38,31,65,55,35,46,64,17,46,11,16,14,11,12,12,64,65,61,61,63
Abu Ogogo,31,450000.0,500000.0,400000.0,2500.0,2800.0,2200.0,62,58,64,61,64,82,61,57,63,60,71,55,64,62,63,83,82,73,55,70,87,58,62,55,58,51,57,58,59,8,8,9,9,16
Erik Israelsson,32,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,61,58,58,51,54,80,67,59,62,62,60,53,64,61,54,83,75,71,53,62,88,66,68,56,61,53,45,47,54,6,14,15,15,14
Mohamed Youssouf,33,325000.0,375000.0,300000.0,1500.0,1600.0,1300.0,59,63,59,55,59,43,69,55,58,63,48,57,64,52,66,70,57,84,72,77,60,49,50,41,45,59,65,49,39,16,9,16,7,16
Kevin Walker,31,450000.0,500000.0,400000.0,1500.0,1600.0,1300.0,62,61,61,59,61,75,63,63,64,61,62,64,65,63,54,75,61,76,54,63,77,47,64,56,60,64,65,63,60,9,14,11,16,6
George Boyd,35,220000.0,250000.0,200000.0,4200.0,4800.0,3800.0,64,62,63,59,64,47,64,63,62,65,65,67,64,62,54,65,63,62,53,65,49,52,67,60,62,67,68,68,63,11,8,7,13,15
John Jairo Mosquera,33,400000.0,450000.0,350000.0,3800.0,4300.0,3400.0,63,64,22,20,23,37,61,59,24,51,47,50,56,50,55,73,76,55,66,55,58,66,72,62,58,64,50,63,63,15,7,15,15,15
Alain Wiss,30,400000.0,450000.0,350000.0,2900.0,3300.0,2600.0,61,57,64,63,63,66,63,53,65,60,58,48,62,60,54,54,63,67,55,62,70,62,63,52,60,44,43,55,51,13,13,16,13,8
Robert Müller,34,230000.0,275000.0,210000.0,1600.0,1800.0,1400.0,53,51,66,61,66,63,62,35,63,49,69,47,50,47,55,68,78,61,55,57,66,56,63,42,40,38,38,68,43,6,12,15,7,15
Joseph Akpala,34,300000.0,350000.0,275000.0,2300.0,2600.0,2100.0,55,56,28,36,42,68,54,66,32,63,65,53,62,43,61,41,74,62,58,58,61,66,73,65,64,33,49,66,64,8,12,13,8,8
Jordon Mutch,29,475000.0,525000.0,425000.0,2300.0,2600.0,2100.0,65,64,59,55,58,64,61,63,62,63,61,65,66,64,58,56,69,57,61,58,71,62,68,61,65,64,61,61,43,11,11,13,13,8
Peter Orry Larsen,32,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,63,61,51,60,58,73,59,63,64,62,62,62,65,64,65,69,75,71,53,70,80,64,65,62,63,47,33,56,58,15,13,7,8,11
Fredrik Carlsen,31,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,60,56,60,60,60,80,62,52,60,55,58,56,61,59,60,70,74,81,54,69,71,57,59,42,51,51,30,38,53,13,11,15,9,10
Liam Reddy,39,10000.0,10000.0,9000.0,1500.0,1600.0,1300.0,19,10,13,10,11,44,63,8,18,35,62,10,17,18,46,39,69,47,45,43,45,10,45,10,10,13,12,21,10,64,62,61,60,61
Cheng Yuelei,33,240000.0,275000.0,220000.0,2100.0,2400.0,1900.0,18,13,11,9,6,36,67,9,12,46,60,12,8,10,23,27,62,50,51,47,56,9,43,11,9,17,18,15,12,60,63,63,57,62
Leigh Broxham,33,325000.0,375000.0,300000.0,2000.0,2300.0,1800.0,54,55,59,63,63,76,58,51,65,49,64,48,57,55,44,86,81,71,37,49,82,55,60,51,53,52,49,61,48,7,16,7,16,10
Scott Davies,34,160000.0,180000.0,140000.0,1700.0,1900.0,1500.0,25,13,28,11,12,22,57,15,22,49,45,11,52,50,26,24,49,45,25,26,42,18,46,20,13,13,12,16,11,62,63,60,61,66
Stefan Maierhofer,38,160000.0,180000.0,140000.0,3100.0,3500.0,2800.0,48,43,45,39,49,88,65,73,48,67,65,43,51,41,29,31,94,28,30,29,28,83,78,65,63,46,50,65,63,6,14,12,15,11
Alexandre Raineau,34,160000.0,180000.0,140000.0,1500.0,1600.0,1300.0,62,53,62,59,63,62,57,56,62,55,64,58,66,62,46,61,70,70,49,69,71,56,66,43,52,64,61,55,35,11,15,8,10,13
Mark Howard,34,160000.0,180000.0,140000.0,3100.0,3500.0,2800.0,33,12,17,12,17,23,60,13,26,35,44,14,28,22,36,30,68,49,31,39,60,15,44,13,12,18,15,24,12,63,60,63,59,65
Richard O'Donnell,32,250000.0,275000.0,220000.0,3100.0,3500.0,2800.0,33,14,10,19,19,29,60,12,16,48,47,23,26,34,54,32,73,51,50,56,65,11,46,19,11,11,11,14,12,63,62,63,61,63
Ronan Finn,33,325000.0,375000.0,300000.0,1500.0,1600.0,1300.0,64,63,55,54,57,65,59,58,53,61,64,58,65,62,61,79,69,60,61,67,61,55,62,55,63,53,57,58,54,10,16,11,13,11
Kieran Agard,31,475000.0,525000.0,425000.0,2700.0,3000.0,2400.0,58,62,46,22,30,59,61,64,46,55,57,60,56,54,73,66,70,80,76,87,90,62,62,64,59,43,31,68,60,10,13,6,9,7
